Member_ID,YEAR,TotalTxn,TotalQty,TotalSpend,MaxSaleDate,Mode_ProductCategory
M000408,2022,2,4,509.37,2022-12-17,Merchandise
M000408,2023,5,10,767.61,2023-12-16,Coffee
M000408,2025,2,2,120.02,2025-03-24,Pastry
M000409,2023,30,30,5773.48,2023-12-18,Dessert
M000409,2024,24,24,5418.23,2024-12-03,Pastry
M000410,2024,5,10,724.99,2024-12-07,Pastry
M000410,2025,5,15,572.32,2025-03-16,Merchandise
M000411,2023,10,20,1531.84,2023-12-19,Coffee
M000411,2024,7,7,1958.86,2024-12-05,Coffee
M000412,2022,20,40,5019.14,2022-12-06,Merchandise
M000412,2023,29,29,4575.35,2023-12-28,Pastry
M000412,2024,31,31,7792.49,2024-12-16,Pastry
M000412,2025,30,60,3154.56,2025-03-26,Pastry
M000413,2025,46,92,10035.37,2025-03-11,Beverage
M000414,2024,8,16,1457.87,2024-12-17,Sandwich
M000414,2025,6,6,718.02,2025-03-26,Dessert
M000415,2021,7,7,387.94,2021-12-14,Merchandise
M000415,2022,5,10,973.24,2022-12-19,Beverage
M000415,2023,9,18,2382.18,2023-12-05,Merchandise
M000416,2023,8,8,1594.55,2023-12-08,Merchandise
M000416,2024,5,15,801.06,2024-12-25,Pastry
M000416,2025,7,7,477.66,2025-03-19,Coffee
M000417,2023,3,3,289.53,2023-12-26,Pastry
M000417,2024,4,8,750.1,2024-12-28,Merchandise
M000417,2025,1,2,277.68,2025-03-16,Merchandise
M000418,2023,6,12,474.33,2023-12-17,Sandwich
M000418,2024,5,10,280.28,2024-12-08,Merchandise
M000418,2025,6,6,738.91,2025-03-18,Merchandise
M000419,2023,6,6,589.6,2023-12-21,Merchandise
M000419,2024,10,10,2816.16,2024-12-23,Merchandise
M000419,2025,5,15,1403.16,2025-03-16,Beverage
M000420,2022,17,17,2530.55,2022-12-14,Merchandise
M000420,2023,12,36,1879.02,2023-12-01,Coffee
M000420,2024,12,12,3065.12,2024-12-27,Coffee
M000420,2025,20,60,2460.89,2025-03-09,Pastry
M000421,2024,14,42,1412.39,2024-12-25,Pastry
M000421,2025,17,51,3299.09,2025-03-01,Dessert
M000422,2022,18,54,2724.62,2022-12-24,Merchandise
M000422,2023,13,26,678.36,2023-12-11,Merchandise
M000422,2024,19,38,5180.6,2024-12-20,Pastry
M000423,2025,3,9,686.39,2025-03-02,Coffee
M000424,2023,6,12,1232.45,2023-12-25,Coffee
M000424,2024,6,12,374.88,2024-12-21,Coffee
M000425,2022,1,2,136.25,2022-12-17,Merchandise
M000425,2023,1,3,269.44,2023-12-07,Dessert
M000425,2024,5,15,1196.67,2024-12-24,Coffee
M000425,2025,1,1,120.46,2025-03-09,Pastry
M000426,2021,8,16,2187.25,2021-12-11,Coffee
M000426,2022,7,7,1264.27,2022-12-21,Coffee
M000426,2023,10,10,1693.28,2023-12-15,Sandwich
M000426,2024,5,5,302.58,2024-12-21,Coffee
M000427,2021,8,16,1294.76,2021-12-16,Beverage
M000427,2022,5,5,1452.58,2022-12-20,Coffee
M000427,2023,8,24,605.41,2023-12-20,Dessert
M000427,2024,10,30,1010.51,2024-12-23,Coffee
M000427,2025,5,10,894.95,2025-03-13,Beverage
M000428,2025,18,36,1407.7,2025-03-19,Dessert
M000429,2021,8,16,1112.5,2021-12-24,Merchandise
M000429,2022,10,10,899.58,2022-12-03,Beverage
M000429,2023,10,20,2662.09,2023-12-11,Dessert
M000429,2024,6,12,834.81,2024-12-18,Coffee
M000429,2025,8,16,1279.46,2025-03-05,Dessert
M000430,2023,3,3,890.54,2023-12-19,Merchandise
M000430,2024,5,5,602.86,2024-12-13,Beverage
M000430,2025,1,2,276.36,2025-03-23,Beverage
M000431,2022,1,1,220.33,2022-12-18,Sandwich
M000431,2023,4,12,684.88,2023-12-28,Pastry
M000431,2025,2,6,270.49,2025-03-06,Beverage
M000432,2024,16,32,3170.11,2024-12-26,Merchandise
M000432,2025,15,15,3142.39,2025-03-26,Merchandise
M000433,2024,6,12,488.67,2024-12-17,Sandwich
M000433,2025,8,8,2336.56,2025-03-01,Dessert
M000434,2021,2,2,367.59,2021-12-19,Beverage
M000434,2022,1,3,164.17,2022-12-27,Pastry
M000434,2023,2,4,496.68,2023-12-16,Beverage
M000434,2024,1,1,269.7,2024-12-17,Sandwich
M000434,2025,4,12,703.95,2025-03-13,Pastry
M000436,2025,10,10,2290.82,2025-03-09,Pastry
M000437,2022,3,6,312.45,2022-12-22,Coffee
M000437,2023,4,12,862.22,2023-12-16,Coffee
M000437,2024,4,4,877.86,2024-12-19,Merchandise
M000437,2025,4,8,909.78,2025-03-14,Sandwich
M000438,2024,16,32,2426.88,2024-12-02,Dessert
M000438,2025,20,40,3620.08,2025-03-08,Pastry
M000439,2024,14,14,761.13,2024-12-23,Sandwich
M000439,2025,14,14,4152.45,2025-03-13,Merchandise
M000440,2025,2,4,412.07,2025-03-23,Pastry
M000441,2023,1,3,68.98,2023-12-09,Pastry
M000441,2024,1,2,55.31,2024-12-23,Sandwich
M000441,2025,2,4,125.03,2025-03-04,Sandwich
M000442,2022,40,120,3142.89,2022-12-11,Coffee
M000442,2023,23,23,1548.15,2023-12-23,Pastry
M000442,2024,20,60,1163.48,2024-12-13,Sandwich
M000442,2025,42,42,9128.96,2025-03-28,Beverage
M000443,2023,9,18,2392.91,2023-12-28,Pastry
M000443,2024,7,21,1225.69,2024-12-07,Sandwich
M000443,2025,5,15,483.61,2025-03-10,Dessert
M000444,2022,9,9,2290.95,2022-12-13,Pastry
M000444,2023,10,30,2810.32,2023-12-21,Beverage
M000444,2024,10,10,2530.78,2024-12-01,Pastry
M000445,2025,12,36,1823.0,2025-03-12,Pastry
M000446,2021,24,48,3557.07,2021-12-11,Sandwich
M000446,2022,38,38,11290.76,2022-12-16,Merchandise
M000446,2023,45,45,10003.57,2023-12-24,Merchandise
M000446,2024,20,60,2955.61,2024-12-02,Coffee
M000446,2025,43,86,10641.54,2025-03-11,Coffee
M000447,2023,37,74,4438.18,2023-12-27,Pastry
M000447,2024,23,46,6637.56,2024-12-07,Merchandise
M000448,2021,13,26,3570.45,2021-12-28,Merchandise
M000448,2022,16,48,3651.07,2022-12-27,Pastry
M000448,2023,11,11,706.38,2023-12-02,Dessert
M000448,2025,11,33,1769.26,2025-03-04,Merchandise
M000450,2024,5,5,466.86,2024-12-21,Pastry
M000450,2025,3,3,401.33,2025-03-20,Pastry
M000451,2025,10,30,2348.99,2025-03-02,Sandwich
M000452,2023,10,20,1542.9,2023-12-03,Pastry
M000452,2024,8,8,1467.58,2024-12-21,Coffee
M000452,2025,5,5,1481.31,2025-03-22,Merchandise
M000453,2024,5,10,1316.31,2024-12-28,Dessert
M000453,2025,8,24,2362.79,2025-03-25,Beverage
M000454,2023,47,94,13058.49,2023-12-08,Coffee
M000454,2024,47,47,2776.95,2024-12-12,Merchandise
M000454,2025,26,78,6368.41,2025-03-08,Coffee
M000455,2025,4,8,1129.87,2025-03-20,Beverage
M000456,2024,7,7,515.66,2024-12-19,Coffee
M000456,2025,6,18,933.29,2025-03-08,Beverage
M000457,2024,3,9,171.59,2024-12-24,Coffee
M000457,2025,4,8,678.94,2025-03-28,Coffee
M000458,2023,8,16,2139.47,2023-12-05,Merchandise
M000458,2024,6,12,1690.26,2024-12-14,Dessert
M000458,2025,10,30,1393.84,2025-03-03,Merchandise
M000459,2021,2,4,562.16,2021-12-06,Dessert
M000459,2022,4,8,634.98,2022-12-17,Merchandise
M000459,2023,5,15,1109.73,2023-12-15,Merchandise
M000459,2024,4,8,369.01,2024-12-18,Merchandise
M000459,2025,5,15,250.84,2025-03-10,Dessert
M000460,2025,3,9,551.6,2025-03-05,Sandwich
M000461,2021,4,8,664.85,2021-12-14,Sandwich
M000461,2022,4,8,496.39,2022-12-18,Pastry
M000461,2023,3,9,549.15,2023-12-11,Coffee
M000461,2024,3,3,729.91,2024-12-04,Beverage
M000461,2025,5,15,485.59,2025-03-03,Pastry
M000462,2021,7,14,964.11,2021-12-03,Dessert
M000462,2022,5,15,392.69,2022-12-10,Dessert
M000462,2023,5,15,701.33,2023-12-02,Coffee
M000462,2024,6,12,704.65,2024-12-23,Merchandise
M000463,2025,17,34,3567.67,2025-03-02,Merchandise
M000464,2021,5,5,987.06,2021-12-01,Coffee
M000464,2022,6,12,1250.43,2022-12-03,Merchandise
M000464,2023,10,10,1733.52,2023-12-06,Dessert
M000464,2024,5,10,1076.96,2024-12-20,Sandwich
M000464,2025,6,6,912.11,2025-03-07,Coffee
M000465,2024,20,40,1840.74,2024-12-02,Coffee
M000465,2025,35,105,3461.2,2025-03-05,Sandwich
M000466,2021,8,24,1821.17,2021-12-05,Sandwich
M000466,2022,9,18,1267.83,2022-12-16,Merchandise
M000466,2023,5,15,1261.22,2023-12-16,Merchandise
M000466,2025,8,24,2322.06,2025-03-12,Beverage
M000467,2025,4,8,249.7,2025-03-13,Dessert
M000468,2023,13,26,2749.31,2023-12-09,Sandwich
M000468,2024,15,45,995.94,2024-12-13,Merchandise
M000468,2025,18,54,3881.97,2025-03-14,Sandwich
M000469,2023,5,5,1082.82,2023-12-28,Sandwich
M000469,2024,3,9,706.06,2024-12-08,Merchandise
M000469,2025,3,9,560.27,2025-03-14,Merchandise
M000470,2024,33,66,3430.63,2024-12-13,Sandwich
M000470,2025,27,27,1547.77,2025-03-22,Beverage
M000471,2022,5,10,255.72,2022-12-17,Dessert
M000471,2023,2,6,304.26,2023-12-26,Dessert
M000471,2024,3,6,332.89,2024-12-24,Beverage
M000471,2025,3,9,173.76,2025-03-01,Merchandise
M000472,2025,30,30,4208.84,2025-03-24,Coffee
M000473,2023,5,10,751.12,2023-12-06,Merchandise
M000473,2024,1,2,99.27,2024-12-06,Dessert
M000473,2025,5,5,1121.18,2025-03-15,Pastry
M000474,2022,17,17,4439.28,2022-12-19,Sandwich
M000474,2023,15,45,3108.32,2023-12-22,Coffee
M000474,2024,10,10,1554.28,2024-12-11,Dessert
M000474,2025,11,22,655.74,2025-03-05,Merchandise
M000475,2022,5,10,1490.57,2022-12-01,Merchandise
M000475,2023,9,9,1151.22,2023-12-11,Pastry
M000475,2024,6,12,1194.94,2024-12-25,Merchandise
M000475,2025,10,10,2560.91,2025-03-25,Beverage
M000476,2022,46,92,4463.04,2022-12-26,Merchandise
M000476,2023,23,23,1967.86,2023-12-22,Sandwich
M000476,2024,28,28,4207.74,2024-12-06,Beverage
M000476,2025,24,72,3804.79,2025-03-22,Beverage
M000477,2024,3,3,668.93,2024-12-17,Sandwich
M000477,2025,5,5,942.51,2025-03-22,Sandwich
M000478,2023,7,7,804.2,2023-12-25,Beverage
M000478,2024,9,27,631.85,2024-12-08,Sandwich
M000479,2021,29,58,7458.78,2021-12-11,Merchandise
M000479,2022,34,102,1965.63,2022-12-25,Beverage
M000479,2023,47,47,7234.86,2023-12-07,Pastry
M000479,2024,32,32,9581.5,2024-12-05,Coffee
M000479,2025,46,92,6607.35,2025-03-14,Merchandise
M000480,2024,10,10,2402.63,2024-12-09,Coffee
M000480,2025,8,8,1427.39,2025-03-17,Coffee
M000481,2023,10,20,1480.64,2023-12-01,Dessert
M000481,2024,5,10,963.77,2024-12-03,Dessert
M000481,2025,6,6,1485.15,2025-03-08,Dessert
M000482,2022,5,10,1180.91,2022-12-02,Sandwich
M000482,2023,10,20,2302.76,2023-12-27,Dessert
M000482,2024,6,18,1355.85,2024-12-14,Beverage
M000482,2025,5,5,1440.34,2025-03-07,Sandwich
M000483,2023,9,27,1643.83,2023-12-02,Sandwich
M000483,2024,5,15,614.69,2024-12-05,Coffee
M000484,2024,7,14,430.85,2024-12-22,Pastry
M000484,2025,10,10,767.67,2025-03-09,Pastry
M000485,2022,7,14,1012.54,2022-12-06,Dessert
M000485,2023,5,15,664.04,2023-12-19,Coffee
M000485,2024,10,20,985.21,2024-12-03,Dessert
M000485,2025,6,18,748.73,2025-03-14,Dessert
M000486,2021,49,49,13310.83,2021-12-22,Merchandise
M000486,2022,41,123,7009.04,2022-12-04,Merchandise
M000486,2023,30,30,4560.0,2023-12-22,Dessert
M000486,2025,24,48,6619.5,2025-03-11,Coffee
M000487,2022,2,2,354.62,2022-12-27,Beverage
M000487,2023,5,5,1179.55,2023-12-24,Dessert
M000487,2024,5,5,445.91,2024-12-19,Dessert
M000487,2025,5,5,1233.56,2025-03-15,Pastry
M000488,2023,4,8,313.91,2023-12-01,Sandwich
M000488,2024,5,15,814.03,2024-12-01,Beverage
M000488,2025,3,9,705.36,2025-03-27,Merchandise
M000489,2025,47,47,3013.64,2025-03-09,Sandwich
M000490,2022,12,12,992.8,2022-12-21,Beverage
M000490,2023,18,18,3422.08,2023-12-18,Dessert
M000490,2025,20,40,5402.49,2025-03-06,Dessert
M000491,2024,8,16,1922.46,2024-12-02,Pastry
M000491,2025,5,10,260.64,2025-03-25,Merchandise
M000492,2022,7,14,1548.48,2022-12-15,Merchandise
M000492,2023,10,10,1841.17,2023-12-24,Pastry
M000492,2024,8,24,1409.98,2024-12-02,Coffee
M000492,2025,9,27,747.37,2025-03-06,Coffee
M000493,2022,2,4,287.65,2022-12-04,Dessert
M000493,2023,2,2,149.27,2023-12-18,Merchandise
M000493,2024,3,3,280.36,2024-12-25,Dessert
M000493,2025,1,3,146.68,2025-03-04,Merchandise
M000494,2024,4,4,615.34,2024-12-01,Pastry
M000494,2025,1,3,284.6,2025-03-16,Pastry
M000495,2025,9,9,1498.18,2025-03-17,Dessert
M000496,2023,10,20,1571.03,2023-12-06,Coffee
M000497,2023,5,10,1391.66,2023-12-15,Coffee
M000497,2024,7,21,989.07,2024-12-26,Coffee
M000497,2025,10,30,2594.87,2025-03-11,Coffee
M000498,2023,4,4,729.09,2023-12-03,Coffee
M000498,2024,5,5,1027.77,2024-12-26,Merchandise
M000498,2025,3,6,465.24,2025-03-16,Pastry
M000499,2024,31,62,4568.51,2024-12-04,Dessert
M000499,2025,33,66,2295.54,2025-03-15,Beverage
M000500,2023,45,45,9991.11,2023-12-22,Dessert
M000500,2024,44,44,11511.03,2024-12-08,Dessert
M000500,2025,23,23,5417.57,2025-03-25,Beverage
M000501,2023,8,24,837.52,2023-12-01,Sandwich
M000501,2024,6,12,447.67,2024-12-18,Dessert
M000501,2025,7,7,640.28,2025-03-05,Pastry
M000502,2025,10,20,2168.04,2025-03-03,Sandwich
M000503,2021,8,16,751.82,2021-12-14,Pastry
M000503,2022,5,10,1439.29,2022-12-04,Coffee
M000503,2023,8,8,1768.4,2023-12-06,Merchandise
M000503,2024,7,7,867.16,2024-12-08,Coffee
M000503,2025,9,27,1398.37,2025-03-14,Sandwich
M000504,2022,14,28,1796.18,2022-12-18,Dessert
M000504,2023,18,36,5071.38,2023-12-07,Beverage
M000504,2024,13,13,742.0,2024-12-18,Pastry
M000504,2025,19,57,2032.23,2025-03-24,Pastry
M000505,2022,5,10,970.82,2022-12-06,Merchandise
M000505,2023,10,30,784.04,2023-12-21,Pastry
M000505,2024,5,10,662.29,2024-12-08,Sandwich
M000506,2024,5,5,352.45,2024-12-15,Pastry
M000506,2025,4,4,718.59,2025-03-01,Coffee
M000507,2025,34,102,6658.81,2025-03-13,Merchandise
M000508,2021,17,34,3727.87,2021-12-17,Dessert
M000508,2022,18,54,2034.2,2022-12-19,Beverage
M000508,2023,19,57,3081.78,2023-12-20,Coffee
M000508,2024,12,12,2071.0,2024-12-04,Sandwich
M000508,2025,16,32,4751.38,2025-03-12,Dessert
M000509,2021,37,111,6794.47,2021-12-04,Coffee
M000509,2022,35,35,7278.62,2022-12-22,Merchandise
M000509,2023,47,47,3462.88,2023-12-14,Pastry
M000509,2024,25,75,4131.24,2024-12-12,Sandwich
M000509,2025,25,75,6667.09,2025-03-14,Coffee
M000510,2024,14,42,2136.82,2024-12-16,Dessert
M000510,2025,11,33,2857.75,2025-03-07,Dessert
M000511,2022,10,30,2120.68,2022-12-19,Coffee
M000511,2023,6,18,371.04,2023-12-25,Pastry
M000511,2024,5,10,346.07,2024-12-16,Sandwich
M000512,2025,8,8,2004.95,2025-03-23,Pastry
M000513,2021,23,23,1592.07,2021-12-20,Dessert
M000513,2022,38,38,9065.97,2022-12-02,Sandwich
M000513,2023,46,46,5090.74,2023-12-22,Pastry
M000513,2024,43,86,6144.39,2024-12-25,Sandwich
M000513,2025,30,90,4658.23,2025-03-27,Pastry
M000514,2021,19,57,4552.9,2021-12-04,Pastry
M000514,2022,14,42,1462.4,2022-12-21,Pastry
M000514,2024,15,15,2392.3,2024-12-09,Coffee
M000514,2025,12,24,2272.95,2025-03-03,Merchandise
M000515,2022,3,6,800.73,2022-12-06,Coffee
M000515,2023,2,6,193.93,2023-12-26,Coffee
M000515,2025,5,10,697.51,2025-03-04,Pastry
M000516,2023,5,10,647.92,2023-12-04,Sandwich
M000516,2024,1,3,110.59,2024-12-25,Beverage
M000516,2025,5,15,1171.1,2025-03-25,Dessert
M000518,2025,14,28,3786.75,2025-03-19,Dessert
M000519,2021,40,80,11146.66,2021-12-02,Dessert
M000519,2022,39,117,10395.88,2022-12-23,Coffee
M000519,2023,40,40,5286.22,2023-12-25,Coffee
M000519,2024,36,36,2398.88,2024-12-07,Pastry
M000519,2025,35,35,9925.17,2025-03-15,Coffee
M000520,2022,2,2,339.41,2022-12-08,Merchandise
M000520,2023,1,3,279.97,2023-12-10,Pastry
M000520,2024,2,6,525.49,2024-12-09,Coffee
M000520,2025,5,15,536.92,2025-03-26,Coffee
M000521,2024,6,6,1400.28,2024-12-14,Sandwich
M000521,2025,5,5,1364.45,2025-03-04,Merchandise
M000522,2025,7,14,644.34,2025-03-25,Dessert
M000523,2023,28,28,6085.81,2023-12-22,Coffee
M000523,2024,28,28,7059.57,2024-12-25,Sandwich
M000524,2022,15,45,4104.17,2022-12-03,Coffee
M000524,2023,18,36,3858.17,2023-12-11,Beverage
M000524,2024,10,30,2506.77,2024-12-10,Coffee
M000524,2025,15,15,3078.74,2025-03-20,Merchandise
M000525,2023,13,26,776.53,2023-12-10,Merchandise
M000525,2024,15,15,3316.41,2024-12-20,Coffee
M000525,2025,12,24,3180.23,2025-03-22,Coffee
M000526,2025,8,16,1633.01,2025-03-06,Merchandise
M000527,2024,6,6,1251.26,2024-12-06,Pastry
M000527,2025,10,20,1581.96,2025-03-22,Beverage
M000528,2022,2,6,273.49,2022-12-08,Dessert
M000528,2023,5,10,366.08,2023-12-03,Merchandise
M000528,2024,2,6,438.4,2024-12-27,Dessert
M000528,2025,3,3,360.33,2025-03-21,Pastry
M000529,2022,4,8,873.35,2022-12-17,Merchandise
M000529,2023,4,4,401.57,2023-12-10,Merchandise
M000529,2024,5,5,1440.34,2024-12-09,Pastry
M000529,2025,1,3,181.7,2025-03-14,Dessert
M000530,2023,10,30,1586.64,2023-12-26,Sandwich
M000530,2024,12,24,1347.27,2024-12-18,Pastry
M000530,2025,19,19,3583.8,2025-03-11,Coffee
M000531,2024,13,26,3318.88,2024-12-01,Dessert
M000531,2025,12,36,2500.8,2025-03-17,Dessert
M000532,2025,39,78,10521.59,2025-03-16,Merchandise
M000533,2023,27,81,4231.71,2023-12-20,Beverage
M000533,2024,26,52,5206.11,2024-12-27,Beverage
M000533,2025,21,42,3454.01,2025-03-26,Dessert
M000534,2024,5,5,1202.53,2024-12-26,Dessert
M000534,2025,6,18,1062.99,2025-03-15,Pastry
M000535,2024,14,42,3254.04,2024-12-21,Beverage
M000535,2025,18,36,2833.65,2025-03-19,Dessert
M000536,2023,28,56,1514.81,2023-12-23,Coffee
M000536,2024,47,141,2611.43,2024-12-28,Beverage
M000536,2025,22,44,4516.74,2025-03-03,Coffee
M000537,2023,14,42,3963.2,2023-12-15,Coffee
M000537,2024,17,34,2630.03,2024-12-24,Sandwich
M000538,2024,5,10,1429.6,2024-12-22,Coffee
M000538,2025,3,6,572.23,2025-03-24,Merchandise
M000539,2025,7,21,713.1,2025-03-12,Dessert
M000540,2023,4,12,717.12,2023-12-01,Sandwich
M000540,2024,1,3,133.78,2024-12-14,Beverage
M000540,2025,5,5,855.59,2025-03-10,Coffee
M000541,2022,42,126,11562.61,2022-12-06,Dessert
M000541,2023,35,105,6449.27,2023-12-06,Sandwich
M000541,2024,23,46,6664.05,2024-12-28,Pastry
M000541,2025,47,141,12446.36,2025-03-18,Sandwich
M000542,2025,8,16,1889.14,2025-03-25,Beverage
M000543,2025,3,9,894.54,2025-03-03,Merchandise
M000544,2024,6,18,1270.24,2024-12-19,Pastry
M000544,2025,8,24,2136.34,2025-03-22,Beverage
M000545,2022,9,18,946.65,2022-12-24,Coffee
M000545,2023,6,12,1123.91,2023-12-13,Dessert
M000545,2024,9,27,918.89,2024-12-25,Sandwich
M000545,2025,9,18,781.72,2025-03-28,Merchandise
M000546,2023,7,21,1008.08,2023-12-16,Coffee
M000546,2024,8,16,1229.91,2024-12-02,Pastry
M000546,2025,6,12,756.07,2025-03-10,Pastry
M000547,2024,3,6,531.5,2024-12-20,Beverage
M000547,2025,2,2,152.48,2025-03-03,Merchandise
M000548,2022,6,6,856.18,2022-12-22,Beverage
M000548,2024,5,10,1353.49,2024-12-27,Coffee
M000548,2025,7,14,1866.18,2025-03-15,Beverage
M000549,2024,6,18,920.21,2024-12-05,Beverage
M000549,2025,8,16,1476.37,2025-03-23,Coffee
M000550,2021,18,54,3097.73,2021-12-16,Sandwich
M000550,2022,15,45,1772.31,2022-12-10,Merchandise
M000550,2023,14,42,3195.02,2023-12-05,Dessert
M000550,2024,13,26,3087.19,2024-12-26,Sandwich
M000550,2025,10,10,1690.5,2025-03-15,Beverage
M000551,2025,7,7,813.99,2025-03-05,Coffee
M000552,2024,17,34,2835.8,2024-12-03,Sandwich
M000552,2025,15,15,1867.68,2025-03-03,Sandwich
M000553,2021,6,18,1465.43,2021-12-02,Dessert
M000553,2022,5,15,1147.03,2022-12-19,Sandwich
M000553,2023,8,16,1196.86,2023-12-24,Dessert
M000553,2025,7,7,1269.33,2025-03-26,Sandwich
M000554,2022,8,16,892.0,2022-12-06,Pastry
M000554,2023,6,12,944.76,2023-12-02,Merchandise
M000554,2024,10,10,2654.25,2024-12-02,Sandwich
M000554,2025,9,27,627.03,2025-03-02,Merchandise
M000555,2024,14,42,4163.6,2024-12-22,Sandwich
M000555,2025,11,11,2200.02,2025-03-25,Dessert
M000556,2024,9,27,1347.98,2024-12-11,Coffee
M000556,2025,7,21,726.31,2025-03-15,Sandwich
M000557,2024,1,2,232.54,2024-12-16,Beverage
M000557,2025,1,3,210.71,2025-03-21,Beverage
M000558,2021,1,2,230.14,2021-12-24,Dessert
M000558,2022,4,12,1085.44,2022-12-23,Dessert
M000558,2025,5,10,270.97,2025-03-21,Dessert
M000559,2024,12,36,1298.01,2024-12-08,Coffee
M000559,2025,19,57,1833.2,2025-03-14,Sandwich
M000560,2022,7,14,1816.81,2022-12-22,Pastry
M000560,2023,8,8,2229.25,2023-12-03,Sandwich
M000560,2024,5,15,735.69,2024-12-02,Sandwich
M000560,2025,8,8,826.43,2025-03-19,Coffee
M000561,2021,18,36,1654.47,2021-12-15,Sandwich
M000561,2022,12,12,1163.93,2022-12-20,Sandwich
M000561,2023,10,30,2684.4,2023-12-06,Merchandise
M000561,2024,18,36,3803.13,2024-12-27,Sandwich
M000561,2025,18,54,3968.81,2025-03-25,Beverage
M000562,2025,4,8,502.45,2025-03-07,Coffee
M000563,2021,3,3,529.11,2021-12-07,Coffee
M000563,2022,5,10,494.49,2022-12-14,Sandwich
M000563,2023,1,2,102.51,2023-12-20,Dessert
M000563,2024,3,9,275.84,2024-12-04,Beverage
M000563,2025,3,6,807.62,2025-03-26,Dessert
M000564,2022,5,15,629.49,2022-12-22,Coffee
M000564,2023,5,10,662.87,2023-12-26,Dessert
M000564,2024,1,2,165.18,2024-12-25,Dessert
M000565,2025,5,15,525.42,2025-03-18,Dessert
M000566,2022,10,10,2330.85,2022-12-07,Dessert
M000566,2024,7,7,1581.26,2024-12-27,Pastry
M000566,2025,6,6,1333.71,2025-03-12,Dessert
M000567,2025,6,6,1560.62,2025-03-24,Coffee
M000568,2023,9,18,798.16,2023-12-07,Sandwich
M000568,2024,10,20,720.3,2024-12-08,Coffee
M000568,2025,10,20,1406.11,2025-03-28,Coffee
M000569,2025,30,30,1792.44,2025-03-02,Sandwich
M000570,2024,8,16,1465.65,2024-12-22,Merchandise
M000570,2025,10,20,1401.41,2025-03-18,Sandwich
M000571,2023,7,14,1149.08,2023-12-24,Merchandise
M000571,2024,10,20,1313.84,2024-12-10,Coffee
M000571,2025,10,10,1994.09,2025-03-04,Pastry
M000572,2021,19,57,2217.78,2021-12-05,Coffee
M000572,2022,20,20,5674.68,2022-12-24,Coffee
M000572,2024,16,48,2322.14,2024-12-20,Coffee
M000573,2021,10,30,1816.09,2021-12-05,Pastry
M000573,2022,6,18,485.25,2022-12-18,Pastry
M000573,2023,9,9,791.88,2023-12-03,Merchandise
M000573,2024,7,21,1053.69,2024-12-21,Beverage
M000573,2025,9,18,2597.86,2025-03-01,Dessert
M000574,2022,7,14,1352.64,2022-12-23,Coffee
M000574,2023,5,10,960.88,2023-12-05,Merchandise
M000574,2024,10,30,1379.24,2024-12-05,Pastry
M000574,2025,8,8,1806.92,2025-03-06,Pastry
M000575,2023,14,42,1888.6,2023-12-16,Merchandise
M000575,2025,11,11,2227.67,2025-03-03,Sandwich
M000576,2022,48,144,12136.82,2022-12-11,Merchandise
M000576,2023,48,144,2676.82,2023-12-05,Merchandise
M000576,2024,32,32,8048.11,2024-12-02,Sandwich
M000576,2025,25,25,2888.42,2025-03-14,Sandwich
M000577,2025,4,8,651.16,2025-03-26,Beverage
M000578,2023,39,78,2356.17,2023-12-19,Coffee
M000578,2024,22,66,3864.72,2024-12-24,Dessert
M000578,2025,33,66,9594.23,2025-03-09,Pastry
M000579,2024,7,14,1759.2,2024-12-08,Dessert
M000579,2025,9,27,2535.18,2025-03-15,Merchandise
M000580,2025,3,6,672.94,2025-03-20,Dessert
M000581,2024,5,5,736.69,2024-12-02,Beverage
M000581,2025,6,18,334.55,2025-03-03,Coffee
M000582,2023,47,47,8883.15,2023-12-01,Sandwich
M000582,2024,38,76,8221.39,2024-12-15,Coffee
M000582,2025,39,39,4039.61,2025-03-01,Pastry
M000583,2024,10,30,1140.88,2024-12-17,Dessert
M000583,2025,7,21,780.31,2025-03-06,Merchandise
M000584,2025,7,7,1380.96,2025-03-25,Coffee
M000585,2021,9,27,557.5,2021-12-12,Pastry
M000585,2022,6,18,659.05,2022-12-12,Coffee
M000585,2023,8,16,830.11,2023-12-02,Dessert
M000585,2024,6,6,1286.26,2024-12-13,Beverage
M000586,2021,5,10,1268.37,2021-12-17,Merchandise
M000586,2022,3,6,666.57,2022-12-05,Dessert
M000586,2023,3,9,854.45,2023-12-18,Merchandise
M000586,2025,2,6,368.26,2025-03-01,Coffee
M000587,2025,2,2,286.76,2025-03-02,Beverage
M000588,2024,5,10,783.87,2024-12-24,Sandwich
M000588,2025,4,8,1106.65,2025-03-21,Beverage
M000589,2024,5,10,598.18,2024-12-26,Dessert
M000589,2025,3,9,360.54,2025-03-11,Dessert
M000590,2025,2,2,215.53,2025-03-21,Pastry
M000591,2025,4,8,1097.22,2025-03-22,Merchandise
M000592,2025,10,10,2809.41,2025-03-23,Dessert
M000593,2021,5,15,821.69,2021-12-09,Coffee
M000593,2022,1,3,209.03,2022-12-17,Beverage
M000593,2023,2,4,321.88,2023-12-25,Coffee
M000593,2024,1,3,204.7,2024-12-14,Sandwich
M000593,2025,3,9,454.69,2025-03-26,Sandwich
M000594,2025,7,21,1112.7,2025-03-04,Dessert
M000595,2024,18,54,2820.46,2024-12-24,Coffee
M000595,2025,10,30,2888.53,2025-03-12,Merchandise
M000596,2024,6,6,1552.61,2024-12-13,Pastry
